40	1	8.393248	2.108614	3.873483	1.226092	1.082654	-0.623010	-1.973727	-0.022177	1.912782	2.390371	6.325024	3.277824
43	1	5.240136	2.267216	-0.260257	1.482643	2.476927	-1.335258	1.680093	-7.047618	-6.188849	-4.513754	-1.516383	-5.471690
44	1	4.723495	4.224053	4.632314	7.250086	4.116596	-1.115961	-5.963032	1.820414	1.451747	-0.460380	7.271661	2.185519
46	1	7.514843	3.228790	7.236869	1.522597	0.325481	-1.992947	-1.750232	0.724779	1.353607	-5.867359	6.880278	-2.250284
47	1	7.590332	4.138191	4.205654	0.469814	4.117276	-9.639478	-7.622600	8.996437	1.276249	-0.900012	4.262518	3.313568
48	1	6.210372	1.226303	2.696090	-0.584644	0.477009	-0.057354	0.203548	-5.525859	-7.826112	-3.732561	-1.086555	-0.741859
51	1	7.007137	5.308974	4.633294	4.484458	3.828793	-4.551050	-5.216167	4.051087	2.970109	-0.886433	4.427832	3.860673
52	1	6.776654	3.000181	-2.277527	-1.688106	-0.408038	-2.582371	1.509578	6.093807	0.389918	-0.836940	-0.114994	1.464056
53	1	5.785621	3.009267	3.546824	5.430635	4.840147	4.957122	-3.734212	0.921211	-0.051708	-1.233200	-4.692258	0.688889
55	1	6.634078	4.135364	6.241208	5.497686	4.340918	7.754155	-0.274433	-0.002211	1.668792	0.097116	0.568401	1.481580
56	1	7.638901	4.512782	0.457253	0.485319	1.853545	-8.019067	-7.933469	6.454811	-0.338785	-6.831190	5.143961	1.037442
59	1	6.925215	5.472282	5.828803	5.339164	4.780003	7.311934	3.658085	-12.156665	1.961797	0.333810	-3.659526	-2.519625
62	1	6.933330	0.268603	1.866730	-0.262360	0.661001	0.143319	3.113868	-4.797819	-0.271555	0.160943	3.913314	-0.095008
64	1	6.067035	4.896193	3.048609	4.094026	3.632012	-12.886356	-0.702301	5.649072	1.580195	-6.867187	2.632015	0.004728
65	1	7.990061	5.643194	2.090424	1.791976	2.926102	-5.061859	-8.046125	7.440304	2.780479	-0.696543	3.591128	2.552484
66	1	6.097936	2.677275	-3.307230	1.528711	2.874539	-0.409903	-0.076937	4.405352	1.815256	-3.438412	-1.657748	0.968836
68	1	5.203788	0.633542	5.053255	6.027935	2.474270	4.066741	2.747896	-11.660133	0.027962	-3.253631	0.648110	0.974811
70	1	3.353778	2.526152	3.045348	1.224985	3.144832	4.378402	-0.147227	-6.575094	-3.906182	-1.526958	-2.159406	-1.396838
73	1	7.096855	4.831217	6.935599	4.344309	3.409279	-2.513699	3.488058	1.187916	1.694482	-3.168422	1.800392	3.158615
74	1	7.457560	0.369308	-3.778104	-1.400494	4.901590	0.003377	-3.548530	4.123579	2.352666	-3.671157	-0.434440	2.214992
75	1	6.151932	1.162886	-0.417024	2.661047	4.406207	-5.348630	-2.545721	2.377106	2.362861	-2.875781	1.968878	4.245392
76	1	8.151441	4.964180	1.070817	4.547124	3.532849	-3.689507	-6.109066	9.035099	2.140391	-0.082633	3.515676	4.759006
78	1	9.224372	4.220933	3.675709	0.118253	-1.024008	-3.936543	-3.083360	3.580961	3.487416	0.068248	3.974359	3.998227
79	1	9.368802	4.776251	0.259031	-2.087923	-0.440649	-6.575035	-4.691411	8.822622	2.367347	0.041469	4.913209	3.197536
81	1	6.633161	4.184039	5.296765	5.609906	2.493658	-8.599270	1.829884	-2.334031	0.700003	-2.640248	6.258743	-0.749289
84	1	6.279495	2.014024	-0.698646	5.227829	2.138075	2.941718	4.249828	-11.231979	-1.181406	0.064659	-5.996796	-2.678228
85	1	6.662540	5.002684	2.076568	0.310933	5.813121	0.607191	-0.732978	4.791934	2.574181	0.234017	1.235636	2.930948
87	1	7.626880	1.698650	1.142821	-2.242652	0.539173	5.564884	0.046307	-1.404108	0.838378	1.055785	0.973706	1.447144
88	1	4.401620	1.690263	-2.171173	1.111604	-2.008294	-1.216994	3.865669	-2.620092	-1.962405	0.730788	1.330142	0.719333
90	1	7.674012	5.238837	0.803459	0.494396	1.338179	-4.573812	-6.232954	6.590802	1.458377	-2.722585	1.816515	1.352459
91	1	6.522775	2.337420	0.799942	-1.121685	0.441728	-2.603426	2.068906	6.036797	2.021499	0.096550	-0.226653	4.333386
93	1	6.303140	4.314161	6.424907	5.845521	3.592792	-4.738931	0.431307	-2.632493	0.210863	-3.911142	6.064094	-1.047763
94	1	6.736813	2.909833	2.512564	2.765863	1.863053	-0.721030	-6.726454	7.795585	0.519279	-1.293120	1.190898	3.265434
95	1	7.143615	3.574446	2.466838	-0.628847	1.173816	-6.059437	-0.389122	4.349711	-0.322610	-3.516804	-4.023495	-0.471391
100	1	6.318499	4.703482	-1.639443	0.273796	-0.248174	-1.884282	2.329004	2.769518	-0.134865	-5.174742	0.424750	-4.417466
