88	2	19	6.100191	3.622815	6.675937	2.360872	-2.827611	6.073294	6.110095	7.543681	6.689024	2.076401
89	1	100	7.028688	2.232280	5.911634	2.256515	-1.806096	1.906475	3.412890	1.776037	0.221611	9.039975
90	1	100	4.214409	-5.954958	4.501904	2.947312	0.507398	2.090071	5.658290	4.329828	-1.382708	8.091279
91	2	54	7.542705	2.364694	-3.156956	7.359135	-3.907581	0.895553	-0.818700	4.829263	4.913525	3.084713
91	2	46	7.542705	1.314669	-3.885499	7.369982	1.490164	-4.759392	-0.821657	-0.829234	-1.487545	6.897953
92	2	64	7.858769	5.808439	-1.394356	6.970638	3.412093	-3.075457	2.697192	6.300992	3.252944	4.688587
92	2	36	7.858769	5.808662	5.009211	3.298031	-2.865076	6.440476	4.532477	7.154149	4.891122	3.547031
93	1	100	3.766212	0.037115	2.381681	2.930985	1.797887	5.467756	6.611797	5.005184	5.979593	0.197829
94	1	100	7.236355	1.832752	-0.913989	7.519725	7.010868	-4.989140	0.854355	2.308896	-2.808229	8.712477
95	2	55	8.280710	6.885180	7.645842	2.071300	-5.361797	2.844253	6.941083	6.911261	7.195717	-0.711703
95	2	45	8.280710	6.885180	3.059546	6.500989	-0.552746	2.836406	6.941056	6.911261	7.195713	-0.711703
96	2	19	8.058532	-0.211138	-0.926249	6.879442	4.763259	-5.577697	2.700910	1.169664	-6.203918	6.692590
96	2	81	8.058532	4.165792	3.612740	1.924771	-0.410751	4.476207	8.104923	6.190260	3.926364	1.215376
97	2	64	6.307674	6.349282	6.082755	4.174085	1.163069	3.408991	7.521733	6.108014	6.402456	1.159147
97	2	36	6.307674	3.405733	-0.520775	8.014823	7.240045	-4.051719	1.840003	-0.399565	-0.982291	6.712592
98	2	53	3.521306	-4.169808	-2.350687	6.445257	7.134189	-6.714225	1.052261	3.047935	-1.523551	7.014148
98	2	47	3.521306	2.422617	3.641191	5.709431	1.595261	4.978330	6.626644	8.692501	6.733768	2.257262
99	1	100	7.208117	7.135095	6.875013	-1.548175	-4.076971	4.799071	7.482642	5.787674	7.617084	1.424824
100	1	100	5.555689	5.799781	6.176656	0.156825	-2.504860	4.389699	7.023901	5.819179	5.888623	2.209041
